image,ground_truth,prediction,cer
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/1.jpg,"Viết tiếp về vụ anh Trương Xuân Đại. Ngay từ khi tờ báo có bài "" Số phận của","Việc tiếp về vụ anh Trương Xuân Đại. Ngày từ khi tổ báo "" cơ sở phân của",0.17105263157894737
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/2.jpg,"những người nói lên sự thật "" phát hành, nhiều bạn đọc đã bày tỏ sự chia sẻ,","những người nói lên sự thật "" phát hành, nhân lâm đặc sắc bằng tố cáo của sự",0.27631578947368424
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/3.jpg,ủng hộ anh Trương Xuân Đại. Một bạn đọc 67 tuổi ở Q.11 đến gửi tặng anh Trương,ứng hộ anh Trương Xuân Đại. Mặt bọn đạc 67 tuổi ở Q. 11 đến gửi tặng anh Trương,0.0641025641025641
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/4.jpg,"Xuân Đại 150.000 đồng, một cô gái tên Nhung ở Tân Bình gửi tặng 100.000 đ,","Xuân Đại 150.000 đồng, một cô gái tên Nhung ở Tân Bình qui tụng 100.000,",0.06756756756756757
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/5.jpg,một thanh niên tên Hà đến gửi 200.000 đ. Sau đó nữa là rất,"mặt thanh niên tên Hà đến quý 200.000. Sau đó mùa là này,",0.20689655172413793
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/6.jpg,"nhiều bạn đọc gọi đến bày tỏ sự chia sẻ, ủng hộ.","nhiều bọn đác phó đến bảy bộ nụ chíp sê, cùng hồ",0.3541666666666667
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/7.jpg,Ban biên tập báo Tuổi Trẻ cũng quyết định gửi tặng nhóm công nhân,"Ban biên tập báo "" tuổi Trẻ "" cùng quyết định giá tổng nhanh công nhân",0.16923076923076924
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/8.jpg,đã tố cáo tiêu cực ở đường liên cảng A5 10 triệu đồng. Đừng để người dân,"để tổ chức cuộc ở đường lưu cộng A5 10 tuần đông. Đảng, các nguồn vốn",0.4166666666666667
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/9.jpg,"đặt cược cho niềm tin! Qua báo chí, bản thân tôi đã được biết về việc tố cáo những","đặc cước cho miễn tiền! Qua bốn chị, bạn thân bốn đã kiệt về về tổ cáo những",0.2926829268292683
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/10.jpg,"sai phạm của công rình đường liên cảng A5 mấy năm trước đây, nhưng nay","dài phạm của công trình đường liên cảng A5 mang năm trước đây, nhưng nay",0.08571428571428572
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/11.jpg,mới biết việc làm dũng cảm và tốt đẹp đó đã mang đến bao hệ lụy phiền phức,"mái bước "" việc "" bọn chúng còn và hết đập đá mang cắm báo hỏi bụng phải phạc",0.4864864864864865
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/12.jpg,"cho những người trong cuộc, những người mà theo tôi vô cùng xứng đáng với danh","cho người trong mãi, những người mà khó bố vù cũng xứng đáng và đoán",0.3076923076923077
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/13.jpg,hiệu hiệp sĩ.,liên hợp ra.,0.5384615384615384
/kaggle/input/uit-hwdb/UIT_HWDB_line/UIT_HWDB_line/test_data/253/14.jpg,"Thế nhưng những hiệp sĩ ấy giờ ra sao? Người thì lang thang, phiêu bạt, kẻ thì","Thế nhưng những hiệp nụ áy gì của anh? Ngựa thì long thang, phần bạt, kẻ nhỏ",0.24358974358974358
